age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income>50K
2,8,9,8,2,14,3,0,0,0,0,39,0,0
32,0,15,8,2,2,3,0,1,0,0,39,3,0
17,1,2,12,0,9,2,0,1,0,0,74,0,0
15,4,9,9,0,8,2,0,1,0,0,29,0,0
12,0,6,8,0,4,2,0,1,0,0,39,0,1
14,0,4,8,0,10,2,4,1,0,0,29,0,0
2,0,6,6,2,6,1,0,1,0,0,4,0,0
17,2,8,8,0,3,2,1,1,0,0,44,10,0
30,2,14,13,0,4,2,0,1,0,0,59,0,1
34,5,5,13,4,5,5,0,0,0,0,59,0,0
27,2,24,12,0,3,2,0,1,0,39,59,0,1
13,0,11,8,2,10,1,0,1,0,0,39,0,0
2,0,2,8,2,9,1,0,1,0,0,39,0,0
31,2,4,12,0,5,2,0,1,0,0,59,0,1
12,0,3,8,1,4,3,0,1,0,0,54,0,0
44,1,2,10,0,2,0,0,0,0,0,39,0,0
18,0,11,8,0,6,2,0,1,0,0,39,41,0
9,0,17,9,0,8,0,0,0,0,0,39,0,0
3,0,8,8,2,12,4,0,1,0,0,39,0,0
19,0,4,8,0,6,2,0,1,0,0,39,0,0
25,3,1,9,1,8,4,2,0,0,0,37,0,0
7,8,12,9,2,14,1,0,1,0,0,39,0,0
53,1,10,9,0,4,2,0,1,0,0,34,0,0
28,5,2,15,2,5,3,0,1,0,0,44,0,1
33,2,10,12,0,3,2,0,1,99,0,39,0,1
15,3,9,8,0,12,2,0,1,0,0,52,0,0
20,0,25,12,0,0,2,0,1,7,0,39,5,1
17,0,22,9,2,2,3,0,0,0,0,24,0,0
19,0,3,11,2,6,3,0,1,0,0,49,0,0
37,1,16,8,0,1,2,0,1,0,0,49,0,1
16,0,17,9,0,0,2,0,1,0,0,39,0,1
10,0,14,6,2,3,3,0,1,0,0,44,0,0
24,0,0,12,2,4,3,0,0,0,0,54,0,0
19,0,13,13,0,5,2,0,1,0,0,59,0,1
36,1,7,8,3,4,3,0,1,0,0,59,0,0
16,8,4,12,2,14,3,1,0,0,0,0,0,0
2,0,8,8,2,8,1,0,0,0,0,24,0,0
42,0,9,14,0,5,2,0,1,15,0,59,0,1
10,0,13,8,0,8,2,0,1,0,0,39,0,0
17,1,12,8,0,1,2,4,1,0,0,39,0,0
23,0,24,13,1,4,3,0,1,0,0,39,0,0
31,0,12,12,2,3,1,0,1,0,0,39,0,0
17,0,22,8,2,1,3,0,1,0,0,39,0,0
12,0,10,9,2,1,5,0,1,0,0,47,0,0
32,4,7,13,1,5,5,1,0,0,0,49,32,0
51,2,7,12,0,3,2,0,1,0,43,39,0,1
6,1,2,9,2,3,1,0,1,0,0,19,0,0
46,0,8,9,1,5,3,0,0,4,0,39,0,0
26,1,11,13,2,5,3,0,1,0,0,44,0,0
37,0,7,15,0,5,2,0,1,0,0,19,0,0
48,4,18,4,0,2,2,0,1,0,0,39,0,0
13,0,10,12,0,0,2,0,1,0,0,39,0,0
35,0,10,12,5,4,3,0,0,0,0,59,0,1
48,1,18,8,0,10,2,0,1,0,0,49,0,0
8,0,23,6,2,5,1,0,1,0,0,39,0,1
31,0,10,7,0,8,2,0,1,0,0,39,0,0
19,0,18,10,0,1,2,0,1,0,0,39,0,1
15,0,20,13,1,4,3,0,0,0,0,39,0,0
48,0,8,8,0,6,0,4,0,0,0,39,0,0
22,0,11,13,0,5,0,0,0,0,0,19,0,1
26,4,16,13,0,5,2,0,1,0,0,49,0,1
30,0,7,6,0,1,2,0,1,0,0,39,0,0
21,0,17,8,2,8,3,0,1,0,0,39,0,0
14,0,23,12,2,5,3,1,1,0,0,39,0,0
17,0,12,8,0,7,2,0,1,0,0,39,0,0
36,4,18,12,0,5,2,4,1,0,0,39,0,0
5,0,15,8,2,8,1,4,0,0,0,59,0,0
32,3,2,8,1,2,5,0,1,0,0,39,0,0
6,0,16,7,0,7,2,0,1,0,0,59,0,0
4,0,9,8,2,7,1,0,1,0,0,59,0,0
64,0,14,12,0,4,2,0,1,9,0,39,0,1
31,4,2,11,3,8,5,4,0,0,0,39,0,0
19,0,6,12,0,4,2,0,1,15,0,64,0,1
21,0,7,8,0,3,2,0,1,0,0,44,0,1
57,0,9,8,4,8,3,0,0,0,0,19,0,0
29,0,11,8,2,2,4,0,0,0,0,29,0,0
18,0,0,8,0,9,2,2,1,0,0,62,0,0
19,0,16,8,0,7,2,0,1,0,0,39,0,0
25,0,38,13,0,5,0,0,0,15,0,39,0,1
20,0,44,8,0,1,2,4,1,0,0,39,24,0
24,0,9,9,0,6,2,0,1,7,0,39,0,1
10,8,5,12,2,14,3,0,1,0,0,39,0,0
11,0,6,8,0,3,2,0,1,0,0,49,0,0
36,1,11,8,0,10,2,4,1,0,0,39,28,1
29,0,10,13,1,5,3,0,0,0,0,54,0,0
23,0,18,8,0,8,2,0,1,0,0,39,0,0
14,0,8,8,0,1,2,0,1,0,0,39,0,0
22,0,11,9,0,3,2,0,1,0,39,59,0,1
27,2,7,12,0,4,2,0,1,0,0,39,0,1
4,0,27,9,2,3,1,0,1,0,0,19,0,0
22,0,6,15,5,5,3,1,1,27,0,59,11,1
14,0,5,6,2,6,4,2,1,0,0,39,0,0
14,0,10,10,2,8,1,0,1,0,0,39,0,0
43,1,2,8,4,1,3,0,1,0,0,23,0,0
14,3,15,9,1,4,3,4,1,0,0,39,0,0
27,2,8,12,5,3,5,0,0,0,0,41,0,0
33,1,1,10,2,8,3,0,0,0,0,59,0,0
24,0,12,14,0,5,0,1,0,0,0,39,11,0
18,0,11,6,0,2,0,0,0,0,0,22,0,0
31,0,12,8,1,9,3,0,1,0,0,39,0,0
41,1,7,8,0,1,2,0,1,3,0,39,0,0
48,1,10,13,0,5,2,0,1,0,48,49,0,1
19,0,15,8,2,6,3,0,1,0,0,29,0,0
23,0,6,9,0,3,2,0,1,4,0,44,0,1
74,8,2,5,1,14,3,0,0,0,0,6,0,0
14,4,21,8,0,4,2,0,1,0,0,39,0,0
55,0,15,3,0,10,2,0,1,6,0,39,0,1
13,0,15,12,2,1,3,0,1,0,0,39,0,0
24,0,10,5,0,1,2,0,1,0,0,49,0,1
23,0,6,9,0,3,2,0,1,0,0,39,0,0
37,0,9,12,0,5,2,0,1,0,0,39,0,1
34,0,8,12,0,3,2,0,1,0,0,59,0,0
34,0,25,9,0,7,2,0,1,4,0,39,0,0
12,0,12,12,0,5,2,0,1,0,0,39,8,0
63,8,0,5,0,14,2,0,1,0,0,19,0,0
54,2,2,12,4,9,5,0,0,0,0,5,0,0
28,0,11,9,0,1,2,4,1,0,0,39,0,0
25,4,19,8,0,12,2,0,1,0,0,39,0,0
11,0,12,9,2,8,3,0,0,0,0,39,0,0
3,0,29,8,2,2,4,0,1,0,0,29,0,0
2,0,13,6,2,3,1,0,0,0,0,24,0,0
21,0,34,13,2,4,3,4,1,0,31,49,41,1
4,0,7,9,2,3,1,4,0,0,0,14,0,0
17,0,15,9,5,3,5,2,1,0,32,39,0,0
37,2,14,11,0,10,2,0,1,0,0,44,0,1
40,0,23,8,0,7,2,0,1,0,0,39,0,0
2,0,4,8,2,3,1,1,0,0,0,19,0,0
38,5,5,13,2,5,5,0,0,0,0,36,0,0
24,0,15,3,2,2,3,0,1,0,0,19,0,0
29,0,9,3,0,7,2,2,1,0,0,39,0,0
11,0,6,8,2,8,1,0,0,0,0,39,0,0
32,0,11,9,1,4,3,0,0,0,0,39,0,0
19,0,13,8,0,3,2,0,1,0,0,54,0,1
11,0,9,9,2,7,1,0,1,0,0,47,0,0
56,8,1,12,0,14,2,0,1,0,0,19,0,1
11,0,1,8,0,3,0,0,0,0,0,44,0,0
6,0,17,9,2,9,1,0,1,0,0,9,0,0
13,0,9,10,2,8,3,0,0,0,0,39,0,0
18,8,2,12,1,14,1,0,0,0,0,39,0,0
35,1,10,8,0,9,2,0,1,0,0,83,0,0
38,8,6,11,3,14,3,4,0,0,0,19,0,0
9,5,3,12,2,3,3,0,0,0,0,39,0,0
19,0,7,12,0,5,2,0,1,0,0,49,0,1
20,2,11,15,2,5,3,0,0,0,0,39,0,0
41,0,15,8,4,0,3,4,0,0,0,53,0,0
12,0,2,9,0,3,2,0,1,0,0,39,0,0
18,0,12,9,2,8,3,0,0,0,0,41,0,0
42,0,6,8,4,0,5,0,0,0,0,37,0,0
21,4,11,13,0,4,2,0,1,7,0,54,0,1
45,0,19,12,0,4,2,0,1,0,0,49,0,1
32,0,10,12,0,3,2,0,1,0,0,24,0,1
48,0,13,6,0,10,2,0,1,0,0,14,0,0
34,0,3,5,0,9,2,0,1,0,0,44,0,0
18,0,29,8,2,6,1,0,1,0,0,39,5,0
5,8,12,9,2,14,1,0,1,0,0,79,0,0
43,1,2,8,4,2,3,4,0,0,0,19,0,0
59,5,14,9,4,8,3,0,0,0,0,9,0,0
14,0,7,12,0,8,0,0,0,0,0,39,0,0
10,0,13,10,0,10,2,0,1,2,0,39,0,0
4,0,10,8,2,3,1,4,0,0,0,19,0,0
37,3,20,9,3,8,3,4,0,0,0,39,0,0
32,4,12,13,0,5,2,0,1,7,0,49,0,1
17,0,12,8,2,1,1,0,1,0,0,39,0,0
31,5,6,9,1,1,5,0,1,0,0,39,0,0
35,0,7,12,1,4,5,0,0,0,0,49,0,0
38,0,16,8,0,5,2,0,1,0,0,39,0,0
35,0,16,12,0,4,2,0,1,0,0,54,0,1
31,0,11,12,1,8,3,0,0,0,0,34,0,0
18,2,9,9,0,4,2,0,1,0,0,44,0,1
15,1,11,8,1,0,3,0,1,0,0,59,0,0
26,0,19,9,0,3,2,0,1,0,0,89,0,1
8,0,11,9,2,8,1,4,0,0,0,39,0,0
2,8,14,9,2,14,4,0,1,0,0,39,0,0
63,0,7,3,4,2,5,4,1,0,0,4,0,0
22,0,11,8,0,3,0,4,0,0,0,39,0,0
51,0,7,8,0,4,2,0,1,9,0,39,0,1
9,0,13,9,2,7,1,0,0,0,0,39,0,0
31,0,9,12,0,7,2,0,1,0,0,39,38,0
9,0,13,8,0,5,0,0,0,0,0,19,41,0
8,8,13,4,2,14,1,0,0,0,0,29,0,0
8,8,2,9,0,14,0,0,0,0,0,29,0,0
31,0,9,12,0,4,0,0,0,0,0,39,0,1
30,0,17,8,1,4,5,0,0,0,0,39,0,0
10,0,17,8,0,3,2,0,1,5,0,37,0,0
16,0,1,8,2,7,3,0,1,0,0,39,8,0
10,3,3,14,2,5,3,1,0,0,0,19,10,0
36,0,25,10,1,8,3,0,0,0,0,35,0,0
45,0,13,8,0,8,2,0,1,0,0,39,0,0
30,3,6,10,1,0,3,0,0,0,0,39,0,0
25,1,5,9,0,7,2,0,1,0,0,39,0,0
32,0,11,8,0,3,2,0,1,0,0,59,0,0
25,4,6,12,0,5,2,0,1,0,0,44,0,1
31,0,7,10,0,10,2,0,1,0,0,39,0,0
17,0,11,8,0,10,2,0,1,0,0,39,29,0
6,0,13,9,2,3,3,0,1,0,0,9,0,0
41,2,4,13,0,3,2,0,1,0,39,49,0,1
4,0,8,9,2,3,1,0,0,0,0,29,0,0
48,0,6,8,0,1,2,0,1,0,0,39,0,0
20,0,15,12,0,1,2,0,1,0,0,44,0,0
2,8,1,7,2,14,1,0,0,0,0,39,0,0
24,0,4,8,0,1,2,0,1,0,0,39,0,0
12,8,15,8,1,14,5,0,0,0,0,54,0,0
24,0,10,8,0,3,2,0,1,4,0,39,0,0
15,0,5,8,2,2,3,0,1,0,0,41,0,0
16,1,2,12,0,9,2,0,1,0,0,69,0,0
26,0,6,2,3,6,5,0,0,0,0,39,0,0
6,8,18,9,2,14,1,0,1,0,0,39,0,0
9,0,4,9,2,8,3,0,1,3,0,39,0,0
11,0,9,9,2,8,1,4,0,0,0,39,0,0
5,8,14,9,2,14,1,0,0,0,0,19,0,0
31,0,9,12,0,5,2,0,1,7,0,39,0,1
40,1,6,8,0,1,2,0,1,0,0,39,0,0
15,0,6,9,1,2,1,0,0,0,0,34,0,0
13,0,7,12,2,3,3,0,0,0,0,49,0,1
1,0,3,5,2,2,1,0,1,0,0,39,0,0
22,0,22,8,0,6,2,1,1,0,31,39,19,0
15,0,7,6,0,10,2,0,1,0,0,39,0,1
7,0,24,8,0,3,0,0,0,0,0,39,0,0
8,0,12,12,2,2,1,0,0,0,0,29,0,0
9,0,1,8,5,10,3,0,1,0,0,54,0,0
48,8,11,12,0,14,2,0,1,3,0,2,0,0
28,0,3,9,0,8,0,0,0,0,0,37,0,0
32,0,24,9,1,4,3,0,0,0,0,59,0,0
19,0,1,6,2,1,3,0,1,0,0,39,0,0
19,0,13,12,0,2,2,0,1,0,0,39,0,0
22,0,4,13,0,5,2,1,1,0,0,39,11,0
52,0,35,9,0,8,2,0,1,0,36,9,0,0
43,0,15,8,1,2,5,4,0,0,0,34,18,0
27,4,2,12,1,5,5,0,0,0,0,49,0,0
12,0,26,9,2,3,1,4,1,0,0,39,0,0
34,1,2,12,1,4,3,0,1,0,0,49,0,0
29,0,11,8,2,2,3,0,0,0,0,39,36,0
1,0,7,6,2,3,1,0,0,0,0,15,0,0
28,4,13,13,2,5,3,0,1,8,0,32,0,1
10,0,9,9,2,8,3,0,0,0,0,39,0,0
11,0,7,9,2,3,3,0,1,0,0,48,0,0
24,0,17,9,0,8,2,0,1,0,0,34,0,1
29,0,11,13,0,5,2,0,1,0,0,42,0,0
27,1,1,12,0,5,2,0,1,0,39,39,0,1
12,0,9,9,2,9,3,0,1,0,0,39,38,0
38,1,9,9,2,2,5,0,0,2,0,39,0,0
27,0,11,12,1,4,5,4,0,7,0,44,0,1
24,2,8,12,0,0,2,3,1,0,0,39,23,1
3,0,11,9,2,3,1,0,0,0,0,17,0,0
8,0,11,9,2,9,3,0,1,0,0,44,0,0
4,0,28,8,2,7,3,0,1,0,0,49,0,0
39,0,22,8,2,4,3,0,1,0,0,53,0,0
23,0,8,7,0,1,2,0,1,0,0,44,0,0
6,0,18,11,2,8,1,1,0,0,44,29,15,0
28,1,9,10,0,5,2,0,1,15,0,49,0,1
14,0,11,9,2,8,3,0,0,0,0,39,0,0
58,0,4,8,4,3,5,0,0,0,0,25,0,0
14,0,10,9,1,1,3,0,1,0,0,39,0,0
15,0,10,9,1,4,3,0,0,0,0,39,24,0
40,8,8,8,1,14,3,4,0,3,0,39,0,0
43,0,10,8,1,1,3,0,0,0,0,39,0,0
8,0,10,12,2,8,1,0,0,0,0,39,0,0
5,0,8,2,2,9,3,0,1,2,0,35,20,0
35,0,13,9,0,1,2,0,1,0,0,47,0,1
4,8,19,9,2,14,1,0,0,0,32,29,0,0
17,0,5,8,0,1,2,0,1,0,33,39,0,0
35,1,20,11,0,5,0,0,0,0,0,29,4,1
4,0,4,9,2,3,1,0,0,0,0,14,0,0
43,0,12,8,0,1,2,0,1,0,0,39,0,0
15,4,17,12,2,5,1,0,0,0,0,29,0,0
23,0,3,9,3,1,5,0,1,0,0,44,0,0
15,0,6,9,2,5,3,0,1,0,0,39,0,0
30,8,8,8,3,14,1,0,0,0,0,35,0,0
7,8,13,9,2,14,1,0,0,0,0,14,0,0
41,0,8,12,0,4,2,0,1,0,0,39,0,1
51,8,2,15,0,14,2,0,1,0,0,39,0,0
19,1,14,1,0,4,2,0,1,4,0,64,20,0
24,5,7,15,0,4,2,1,1,0,0,39,27,1
1,0,11,6,2,2,1,0,1,0,0,19,0,0
18,0,11,12,2,5,3,0,1,0,0,39,0,0
17,4,6,8,0,1,2,0,1,0,0,49,0,1
31,1,21,12,1,4,3,0,0,0,0,4,0,0
33,0,11,12,0,4,2,0,1,0,0,45,0,1
8,0,7,12,5,8,1,4,0,0,0,19,0,0
12,0,8,9,2,0,3,0,0,0,0,39,0,0
14,4,1,9,2,1,3,0,1,0,31,39,0,0
15,0,6,5,2,1,3,0,1,0,0,44,0,0
24,0,5,8,0,6,2,0,1,0,0,39,0,0
30,0,13,8,0,3,2,0,1,0,0,44,0,0
38,4,11,2,2,7,3,0,1,0,40,34,0,0
11,8,10,9,2,14,3,4,1,0,0,35,0,0
34,2,12,12,0,4,2,0,1,0,33,47,0,0
19,0,13,4,0,4,0,0,0,0,0,39,0,0
28,0,8,8,0,7,2,0,1,0,0,44,0,0
30,5,5,9,5,8,3,1,1,0,0,49,15,0
6,5,7,12,2,5,1,0,0,0,0,19,0,0
22,0,2,9,2,2,3,0,0,0,0,29,0,0
30,0,15,9,2,4,3,0,1,8,0,49,0,1
65,0,2,3,4,4,3,0,0,0,0,1,0,0
20,1,16,8,2,1,1,0,1,0,0,34,0,0
12,1,11,8,0,1,2,0,1,0,0,39,0,1
42,8,14,3,0,14,2,4,1,0,0,34,0,0
35,0,12,9,0,6,2,0,1,3,0,47,0,0
21,8,10,9,0,14,0,0,0,0,0,59,0,0
29,0,6,9,1,7,3,0,0,0,0,39,0,0
24,0,15,8,3,1,3,0,1,0,0,39,0,0
28,0,7,13,0,3,2,0,1,0,0,43,0,1
19,0,10,8,2,7,1,0,1,0,0,39,0,0
18,0,0,12,2,5,3,0,0,0,0,39,0,0
9,0,20,9,1,2,3,0,0,0,0,19,0,0
50,0,9,8,0,10,2,0,1,0,0,23,0,0
14,4,5,12,2,0,3,0,1,3,0,34,0,0
24,1,54,4,1,2,3,2,0,0,0,19,0,0
27,0,21,12,0,10,2,0,1,0,0,44,0,0
27,0,13,9,1,2,5,0,0,0,0,37,0,0
28,0,14,11,4,8,5,0,0,0,0,39,0,0
32,0,18,9,1,5,5,0,0,0,0,39,0,0
26,0,11,13,0,3,2,0,1,0,0,44,0,1
9,0,21,10,0,1,2,0,1,0,0,39,0,1
17,4,6,8,0,2,2,0,1,0,0,39,0,0
12,5,8,12,2,5,3,0,1,0,0,64,0,1
8,0,17,12,2,4,3,0,1,0,0,41,0,0
13,0,21,12,2,3,3,0,1,0,0,44,0,0
35,5,12,8,0,5,2,4,1,0,0,59,0,1
31,0,8,9,0,1,2,0,1,0,0,39,0,0
29,0,23,9,2,1,3,0,1,0,0,49,0,0
20,0,23,10,3,8,5,4,0,0,0,39,0,0
38,0,13,6,0,10,2,0,1,0,0,41,0,0
7,0,7,9,2,0,1,0,0,0,0,39,0,0
20,0,7,8,0,2,2,0,1,0,0,39,0,0
28,0,13,8,0,1,2,0,1,2,0,41,0,0
11,4,1,10,2,0,3,0,0,0,31,71,0,1
37,0,9,11,0,3,0,1,0,0,0,39,7,0
14,0,10,9,2,1,1,0,0,0,0,39,0,0
51,3,14,8,2,8,3,0,1,0,0,39,0,1
8,0,11,13,2,3,5,4,0,0,0,37,0,0
17,0,10,10,0,1,2,0,1,0,0,39,0,0
13,1,12,12,2,5,3,0,0,0,0,39,0,0
35,1,14,12,1,3,5,0,0,0,0,39,0,0
28,0,16,8,2,2,5,4,1,0,0,31,0,0
11,0,13,6,0,7,2,0,1,0,0,39,0,0
20,0,12,9,0,1,2,0,1,0,0,49,0,1
41,4,10,12,1,5,3,0,0,0,0,34,0,0
27,0,6,8,1,2,5,0,0,0,35,23,0,0
46,0,12,8,5,1,3,0,1,0,0,53,0,0
37,0,5,11,3,4,5,0,0,0,0,39,0,0
28,0,10,8,1,10,3,0,1,0,0,39,0,0
28,4,17,9,0,12,2,0,1,0,0,39,0,1
6,0,5,9,2,3,1,0,0,0,0,39,0,0
41,2,13,12,0,4,2,0,1,0,39,39,0,1
36,0,16,8,0,7,2,1,1,0,0,39,19,0
50,0,5,8,4,10,3,0,1,0,0,21,0,0
21,1,7,8,0,9,2,0,1,0,0,98,0,0
17,0,28,4,0,6,2,0,1,0,0,39,3,0
18,0,3,8,0,4,2,0,1,7,0,49,0,1
7,0,17,8,0,10,2,0,1,0,38,49,0,1
20,0,8,8,2,1,4,0,1,0,0,39,0,0
34,5,8,13,1,5,3,0,1,0,0,59,0,1
23,5,19,8,2,2,5,0,0,0,0,54,0,0
34,0,9,10,0,2,2,0,1,0,0,54,0,0
7,0,5,11,0,9,0,0,0,0,0,44,5,0
31,8,11,2,3,14,1,0,0,0,0,55,20,0
23,4,23,9,0,12,2,0,1,0,0,39,0,1
27,0,8,12,0,0,0,4,0,0,0,39,0,1
7,0,12,12,2,8,3,0,0,0,0,39,0,0
28,2,10,14,0,5,2,0,1,0,0,54,0,1
41,1,6,6,0,9,2,0,1,0,0,98,0,0
31,4,16,8,1,2,1,0,0,0,0,31,0,0
12,0,22,3,3,7,5,4,0,0,0,39,0,0
1,0,7,6,2,6,1,0,1,0,0,14,0,0
27,0,11,13,3,3,5,0,0,6,0,49,0,0
31,0,6,12,0,4,2,0,1,0,0,49,0,1
37,2,7,5,0,4,2,0,1,0,0,59,0,0
10,0,11,9,2,3,1,0,0,0,0,39,0,0
30,0,3,15,0,5,2,0,1,0,0,39,0,1
4,0,5,9,2,8,3,0,0,0,0,24,0,0
32,4,10,12,1,12,3,4,0,0,0,42,0,1
33,0,7,8,1,4,3,0,0,0,31,39,0,1
36,3,1,8,0,0,2,0,1,0,0,39,0,0
19,0,6,8,0,2,2,0,1,0,0,39,0,0
35,0,13,8,1,1,3,0,1,0,0,59,0,0
15,0,8,13,0,4,0,0,0,0,0,39,0,1
26,1,15,8,0,9,2,0,1,0,0,49,0,0
25,0,10,9,1,3,5,0,1,0,0,45,0,0
30,0,7,12,0,9,2,0,1,0,0,39,0,0
9,0,14,10,2,3,3,0,1,0,0,64,4,1
7,0,24,8,0,6,2,0,1,0,0,26,0,0
27,0,15,12,0,6,2,0,1,0,0,37,0,0
25,0,26,9,2,8,3,0,1,0,0,14,0,0
13,4,11,12,0,5,2,0,1,7,0,39,0,1
11,0,13,12,0,5,0,0,0,7,0,44,2,1
8,0,12,12,2,3,1,0,0,0,0,34,0,0
28,4,8,9,0,4,0,0,0,0,0,37,0,1
15,0,58,8,2,8,4,4,1,0,0,39,0,0
27,0,1,9,2,1,3,0,1,0,0,39,0,0
25,4,13,8,1,12,5,4,0,0,0,39,0,1
27,0,12,9,0,10,2,0,1,0,0,49,0,0
34,1,5,9,0,3,2,0,1,99,0,44,0,1
54,1,5,6,0,9,2,0,1,0,0,39,0,0
62,1,11,8,0,9,2,0,1,3,0,49,0,0
5,8,9,9,2,14,1,0,1,0,0,39,0,0
10,0,7,9,2,3,4,4,0,0,0,39,0,0
57,0,6,8,1,8,3,0,0,0,0,31,0,0
31,0,15,8,1,4,3,0,1,0,0,39,0,0
23,0,14,8,0,7,2,0,1,0,0,39,0,1
45,0,2,8,1,2,3,4,1,0,0,39,0,0
29,0,15,8,2,8,1,0,1,0,0,39,0,0
31,0,10,8,1,3,3,0,1,0,0,39,0,0
22,1,6,12,2,2,1,0,0,0,0,19,0,0
5,0,5,8,2,7,1,0,0,0,0,39,0,0
30,0,9,10,0,3,2,0,1,0,0,39,0,1
7,0,9,12,2,8,1,0,0,0,0,39,0,0
12,1,1,9,0,4,2,3,1,0,0,69,13,1
2,0,25,9,2,8,3,0,0,0,0,39,0,0
34,5,1,4,0,5,2,0,1,0,40,39,0,0
18,0,1,10,0,1,2,0,1,0,0,39,0,0
14,0,22,12,2,5,3,4,0,0,0,39,0,0
37,0,18,1,1,7,3,0,1,0,0,39,0,0
47,1,9,12,0,9,2,0,1,0,0,19,0,0
46,0,2,8,0,1,2,0,1,0,0,39,0,0
12,0,8,8,2,10,1,0,1,0,0,39,0,0
23,1,32,5,3,1,3,4,1,0,0,39,0,0
12,0,12,9,2,10,1,0,1,0,0,19,0,0
28,1,1,9,0,9,2,0,1,0,0,74,0,0
10,0,11,12,2,1,3,4,1,0,0,39,0,0
16,0,16,6,5,1,1,0,1,0,0,39,0,0
23,4,5,13,0,4,2,0,1,0,0,44,0,0
54,8,1,4,2,14,5,0,1,0,0,39,0,0
11,0,7,12,2,5,4,0,0,0,0,14,0,0
15,0,21,14,0,5,2,1,1,0,0,39,8,0
45,0,16,8,0,12,2,0,1,4,0,39,0,1
16,0,9,5,0,2,2,0,1,0,41,37,0,0
5,8,7,9,2,14,1,0,1,0,0,39,0,0
8,1,28,6,2,5,3,0,0,0,0,2,0,0
23,0,22,9,0,10,2,0,1,0,0,39,0,1
13,0,10,9,0,7,2,0,1,0,0,45,0,0
36,0,18,8,0,4,2,0,1,5,0,39,0,1
10,1,3,8,2,6,3,0,1,0,0,34,0,0
14,0,12,11,2,0,1,0,0,0,0,14,0,0
54,0,7,8,0,8,2,0,1,0,0,29,0,0
13,0,8,8,2,6,1,0,1,0,0,29,0,0
16,0,1,9,1,8,4,0,0,4,0,39,0,0
16,0,22,8,0,6,2,0,1,0,0,39,0,0
42,0,11,7,0,1,2,0,1,0,0,39,0,0
59,1,6,6,4,3,3,0,1,0,0,39,0,0
21,0,2,12,1,1,3,0,1,0,39,39,0,0
23,0,16,8,0,2,2,4,1,0,0,39,0,0
50,5,1,8,0,4,2,0,1,0,0,44,0,1
30,0,8,8,1,1,3,0,1,0,0,39,0,0
33,4,5,12,0,12,2,0,1,0,0,41,0,1
16,0,12,5,0,1,2,0,1,0,0,39,0,0
4,0,11,8,2,4,1,0,0,0,0,39,0,0
28,0,9,9,1,7,3,0,1,3,0,39,0,0
26,0,11,12,1,4,3,0,0,0,0,49,0,1
18,1,12,8,0,1,2,0,1,0,0,39,0,0
21,0,7,8,0,12,2,0,1,0,0,39,0,1
6,0,10,9,2,6,3,0,1,0,0,39,17,0
5,8,26,9,2,14,1,0,0,0,0,19,0,0
17,0,16,8,3,8,3,3,1,0,0,36,0,0
38,3,1,8,0,8,2,0,1,4,0,40,0,1
20,0,6,12,0,3,2,0,1,0,0,49,0,1
20,0,0,8,1,8,5,0,0,0,0,39,0,0
28,0,12,11,0,4,2,0,1,0,39,49,0,1
33,0,11,12,1,3,3,0,0,0,0,49,0,1
24,0,4,8,0,10,2,0,1,0,0,39,0,0
33,1,1,8,0,1,2,0,1,0,0,39,4,1
15,1,12,8,2,2,3,0,1,0,0,26,0,0
65,1,11,9,0,0,2,0,1,0,0,24,9,0
24,0,12,8,1,7,1,4,1,0,0,39,0,0
31,0,11,9,0,2,2,0,1,0,0,9,0,0
23,0,12,8,0,10,2,0,1,0,0,49,0,1
26,0,10,8,0,6,2,0,1,0,0,39,0,0
13,0,7,3,0,1,2,0,1,0,0,39,21,1
24,4,1,8,0,4,2,0,1,0,0,47,0,0
12,0,9,12,0,5,0,0,0,4,0,19,0,1
3,8,18,8,2,14,1,0,1,0,0,39,0,0
16,5,13,10,1,4,3,0,0,0,0,42,0,0
19,0,12,9,0,4,2,0,1,0,0,59,0,0
19,8,8,11,0,14,2,0,1,0,0,14,0,0
36,5,9,13,1,5,3,0,0,0,0,39,0,0
1,0,6,7,2,2,1,0,0,0,0,23,0,0
7,0,4,8,2,8,5,0,0,0,0,39,0,0
60,0,4,3,0,2,2,0,1,0,0,44,0,0
25,1,2,15,2,5,3,0,1,0,0,29,0,0
30,0,11,8,1,4,5,0,0,0,0,54,0,0
33,1,14,12,0,3,2,0,1,0,0,59,0,1
44,3,18,8,5,6,3,0,1,0,0,39,0,0
49,8,10,8,0,14,2,0,1,0,0,39,0,0
46,0,12,8,2,8,3,4,0,0,0,36,0,0
30,3,23,11,0,5,2,0,1,0,0,39,5,1
34,0,15,8,5,10,3,0,1,0,0,44,0,0
23,0,2,10,3,8,1,0,0,0,0,39,0,0
4,0,4,9,2,2,1,0,1,0,0,29,0,0
22,0,12,12,0,4,2,0,1,0,0,49,0,0
40,0,9,8,1,6,5,0,1,0,0,9,0,0
14,1,15,10,3,3,3,0,1,0,0,39,20,0
25,0,19,8,0,1,2,0,1,0,0,39,4,1
13,0,20,12,2,1,3,0,1,0,0,39,0,0
27,0,16,12,0,6,2,0,1,0,0,59,0,0
12,0,8,12,0,3,2,0,1,0,0,44,1,0
14,0,5,8,0,1,2,0,1,0,0,34,0,1
3,0,8,8,2,7,1,0,1,0,0,29,0,0
